,id,url,date_posted,photos,locality,street,property_type,rooms,area_m2,owner_direct,price_total_zl,price_per_m2_zl,description,type
317,3732666,https://adresowo.pl/o/mieszkanie-warszawa-targowek-ul-skrajna-3-pokojowe-r0x8l9,ponad tydzień temu,8.0,Warszawa Targówek,ul. Skrajna,Mieszkanie,3,47,True,719 000,15 298zł / m²,"Na sprzedaż: 3-pokojowe mieszkanie z balkonem | Warszawa , ul. Skrajna 4, bezpośrednio! Funkcjonalne i zadbane mieszkanie o powierzchni 47 m², położone w zielonej i spokojnej części Warszawy - przy ul. Skrajnej 4 (Targówek / Bródno ). SZCZEGÓŁY NIERUCHOMOŚCI: - Powierzchnia: 47 m² - Liczba pokoi: 3 - Oddzielna, widna kuchnia - Piętro: 8/10 - Balkon z widokiem na zieleń - Do mieszkania przynależy piwnica - Blok z wielkiej płyty z 1969 r. - Wymieniona instalacja elektryczna ROZKŁAD POMIESZCZEŃ: - Salon z wyjściem na balkon - Dwie sypialnie - Oddzielna kuchnia z oknem - Łazienka z WC - Przedpokój z dużą szafą W pobliżu sklepy, szkoły, przedszkola, siłownia, park Bródnowski. Świetna komunikacja: tramwaje, autobusy, blisko stacja metro Bródno. Zapraszam do kontaktu. Katarzyna",mieszkania sprzedaż
318,3732518,https://adresowo.pl/o/mieszkanie-warszawa-wola-ul-edwarda-gibalskiego-2-pokojowe-e6b8h1,ponad tydzień temu,16.0,Warszawa Wola,ul. Edwarda Gibalskiego,Mieszkanie,2,41,True,725 000,17 499zł / m²,"Na sprzedaż komfortowe, ciche mieszkanie o powierzchni 41,43 m², położone na warszawskiej Woli , przy ul. Gibalskiego. Mieszkanie znajduje się na 1. piętrze w zadbanym 10-piętrowym bloku z windą. Widok z okien na zieleń i brak bezpośredniego sąsiedztwa bloków oraz ruchliwej ulicy sprawiają, że jest to prawdziwa oaza spokoju w sercu miasta. Lokal przeszedł kapitalny remont w 2010 roku. Wymienione są okna, parapety, drzwi wewnętrzne, drzwi zewnętrzne (antywłamaniowe), panele, glazury i terakota, armatura, tynki, gładzie gipsowe, instalacje elektryczne i wodno-kanalizacyjne. Budynek jest ocieplony, z nową elewacją i wymienionymi instalacjami, wyposażony w domofon i monitoring. UKŁAD MIESZKANIA: - Salon - Sypialnia - Oddzielna kuchnia z oknem - Przedpokój z zabudową - Łazienka z WC Do mieszkania przynależy piwnica. KOSZTY: - Czynsz administracyjny: 525 zł (zawiera: ogrzewanie, zaliczki na wodę, śmieci) - Fundusz remontowy: 82 zł - Prąd wg zużycia - Pełna własność - założona księga wieczysta, brak obciążeń LOKALIZACJA I KOMUNIKACJA: Świetnie skomunikowana część Woli - blisko centrum, ale z dala od miejskiego hałasu: - Tramwaje - 5 min pieszo - Autobusy - 7 min pieszo - Do metra - 5 przystanków tramwajem - Dom Mody Klif - 7 min pieszo - Dojazd do Centrum - 15 min autem - 20 min pieszo na Stare Miasto W promieniu 350 metrów: - szkoła, przedszkole, plac zabaw, siłownia plenerowa - sklepy: Żabka, Carrefour Express, piekarnia, sklep mięsny, poczta, fryzjer (ulica Okopowa) - tereny zielone, idealne na spacery i wypoczynek DLA KOGO? To mieszkanie jest doskonałym wyborem dla: - osób szukających cichego miejsca do życia w bliskim centrum Warszawy , - tych, którzy cenią komfort i dostępność komunikacyjną, - inwestorów - świetna lokalizacja i układ dają duży potencjał pod wynajem. DLACZEGO WARTO? - 1. piętro - wygodny dostęp - Po kapitalnym remoncie - do zamieszkania - Świetna lokalizacja - zieleń i komunikacja - Bez prowizji - sprzedaż bezpośrednia - Pełna własność - brak obciążeń Nie współpracuję z pośrednikami. Treść niniejszego ogłoszenia nie stanowi oferty handlowej w rozumieniu Kodeksu cywilnego.",mieszkania sprzedaż
319,3732290,https://adresowo.pl/o/mieszkanie-warszawa-bemowo-ul-szeligowska-3-pokojowe-e0w0l1,ponad tydzień temu,20.0,Warszawa Bemowo,ul. Szeligowska,Mieszkanie,3,67,True,1 209 000,18 045zł / m²,"O NIERUCHOMOŚCI Dwustronne 3 pokojowe mieszkanie na 5 piętrze w 6 piętrowym budynku. Mieszkanie jest bardzo zadbane, słoneczne i ciepłe. Blok znajduje się na monitorowanym, zamkniętym osiedlu. Przy budynku znajduje się zielone, kameralne patio. Na osiedlu jest kilka placów zabaw. Układ pomieszczeń - 67m2: otwarty salon z aneksem kuchennym (na wyspie kuchennej płyta indukcyjna, kuchnia wyposażona w sprzęt AGD) - ok 30m2 sypialnia z szafą na wymiar - ok 11m2 pokój dziecięcy/gościnny - ok 10 m2 korytarz z lustrzaną szafą na wymiar - ok 8 m2 łazienka z podwójną umywalką i prysznicem - ok 5,5 m2 garderoba z zabudową i miejscem na suszarkę - ok 2,5 m2 balkon - ok 9 m2 W 2023 roku w mieszkaniu zainstalowana została klimatyzacja. W każdym oknie oraz w drzwiach balkonowych zamontowane są moskitery. Na kaloryfery założone są głowice smart (oszczędność ogrzewania). Do mieszkania przynależy: komórka lokatorska (bezpośrednio przy mieszkaniu) - dodatkowo płatna 25 tyś. zł. 2 miejsca postojowe w garażu podziemnym (miejsce rodzinne) - dodatkowo płatne 85 tyś. zł. O LOKALIZACJI Mieszkanie znajduje się przy ulicy Szeligowskiej 32. 1 min. spacerem do stacji metra Chrzanów (2026), 1 min. spacerem do przystanku autobusowego linii 743, 249 (kierunek metro Bemowo ), 2 min. spacerem do publicznego przedszkola Edulica (w bliskiej okolicy również prywatne przedszkola i żłobki), 5 min. spacerem do nowo otwartej publicznej szkoły podstawowej, ok 20 min. samochodem do Centrum, wygodny dojazd do trasy S8. W zasięgu ręki: sklepy, m. in.: Żabka, Lewiatan, Lidl, Biedronka, Kaufland, Rossman, Action, Empik; apteki; przychodnie - NFZ, prywatna Damiana; siłownie; salony kosmetyczne; fryzjerzy; gastro i pizzeria. W pobliżu znajduje się również Park Górczewska. ZAPRASZAMY DO KONTAKTU",mieszkania sprzedaż
320,3731462,https://adresowo.pl/o/mieszkanie-warszawa-sluzew-3-pokojowe-46-m2-y2h1v3,ponad tydzień temu,5.0,Warszawa Służew,,Mieszkanie,3,47,True,699 000,14 876zł / m²,"Mieszkanie w bloku, usytuowanym na dawnym Służewcu Przemysłowym, obecnie Służewcu, w niedalekiej odległości od Galerii Westfield Mokotów . Bardzo dobre połączenie komunikacyjne w każdym kierunku Warszawy . W pobliżu: - szkoła, - przedszkole, - przychodnia, - apteka, - lokale gastronomiczne z różnorodną kuchnią.",mieszkania sprzedaż
321,3731456,https://adresowo.pl/o/mieszkanie-warszawa-mokotow-ul-jana-pawla-woronicza-2-pokojowe-a5a4b7,ponad tydzień temu,6.0,Warszawa Mokotów,ul. Jana Pawła Woronicza,Mieszkanie,2,66,True,999 000,15 136zł / m²,"NA SPRZEDAŻ MIESZKANIE 66 m² - MOKOTÓW, UL. WORONICZA PRZY AL. NIEPODLEGŁOŚCI. Sprzedam przestronne, ustawne mieszkanie w sercu Mokotowa, zlokalizowane tuż przy stacji metra Wierzbno. Doskonała lokalizacja - kilka kroków od metra, przystanków tramwajowych i autobusowych - zapewnia szybki i wygodny dojazd do każdej części Warszawy . ATUTY MIESZKANIA: - powierzchnia 66 m² + dodatkowe pomieszczenia niewliczające się w metraż (spiżarka, 4 szafy ścienne wnękowe, 2 pawlacze, komórka lokatorska w piwnicy), - 2 duże, ustawne, nieprzechodnie pokoje - każdy z balkonem, - oddzielna, przestronna kuchnia ze spiżarką, - łazienka z wanną oraz osobna odnowiona toaleta, - duży przedpokój z miejscem do przechowywania, - drewniany parkiet w bardzo dobrym stanie (do odświeżenia), - nowe plastikowe okna z ekspozycją na trzy strony świata (wschód, południe, zachód), - kameralny, 3-piętrowy blok - mieszkanie na 2. piętrze. Mieszkanie wymaga remontu, co daje nowemu właścicielowi możliwość aranżacji wnętrz zgodnie z własnym gustem i potrzebami. Mieszkanie można przerobić również na 3-pokojowe . LOKALIZACJA: - idealna lokalizacja - Mokotów , Metro Wierzbno, - Metro, przystanki tramwajowe i autobusowe tuż obok, - Zielona, spokojna okolica Mokotowa z pełną infrastrukturą - sklepy, szkoły, parki, restauracje. CENA: 999 000 zł (do negocjacji) To idealna propozycja dla osób szukających mieszkania w świetnej lokalizacji - zarówno do zamieszkania, jak i jako inwestycja pod wynajem. Zapraszam do kontaktu i obejrzenia mieszkania",mieszkania sprzedaż
322,3731360,https://adresowo.pl/o/mieszkanie-warszawa-goclaw-ul-janusza-meissnera-4-pokojowe-s4z0c9,ponad tydzień temu,8.0,Warszawa Gocław,ul. Janusza Meissnera,Mieszkanie,4,84,True,1 250 000,14 881zł / m²,"Sprzedam bezpośrednio mieszkanie . Mieszkanie przy ul. Meissnera 2. - 4 pokoje, 84,5 m kw. - Przedsionek 3 m kw nie wchodzi w metraż mieszkania. - Piwnica. - Balkon. - 4 piętro. Po wymianie instalacji wodnej oraz liczników przez spółdzielnię w maju. Nowa winda. 2 mieszkania na klatce. Obecny czynsz: 1100 zł. Mieszkanie dwustronne: balkon, salon, 2 pokoje od południa. Kuchnia + 1 pokój od podwórka na zachód. Z całym widocznym wyposażeniem. Więcej zdjęć prześlę SMS. Spacer po mieszkaniu prześlę na WhatsApp.",mieszkania sprzedaż
323,3731336,https://adresowo.pl/o/mieszkanie-warszawa-targowek-ul-zlotopolska-4-pokojowe-m4b5e9,ponad tydzień temu,20.0,Warszawa Targówek,ul. Złotopolska,Mieszkanie,4,53,True,699 000,13 216zł / m²,"Dzień dobry, chciałbym zaoferować sprzedaż mieszkania . Do mieszkania o powierzchni 52,89 m2 przynależy komórka lokatorska o powierzchni ok. 5,5 m2, usytuowana na poziomie -1, bez windy. Komórka w cenie mieszkania. Mieszkanie lokalizacyjnie bardzo atrakcyjne. Blisko: sklepy, placówki oświatowe, metro, itp. Pełna własność z księgą wieczystą, bez obciążeń hipotecznych. Mieszkanie do remontu. Dostępne od 09.09. Ogłoszenie prywatne. Zapraszam do kontaktu telefonicznego.",mieszkania sprzedaż
324,3731212,https://adresowo.pl/o/mieszkanie-warszawa-mokotow-ul-rakowiecka-2-pokojowe-c0c3n1,ponad tydzień temu,6.0,Warszawa Mokotów,ul. Rakowiecka,Mieszkanie,2,70,True,1 300 000,18 571zł / m²,"Ogłoszenie prywatne, agencjom dziękuję. Sprzedam mieszkanie znajdujące się na Starym Mokotowie przy ul. Rakowieckiej 33. Mieszkanie znajduje się na 3 piętrze w kamienicy z lat 50-tych bez windy. Składa się z 2 pokoi (po około 20m2), kuchni z alkową (około 15m2), łazienki (około 6m2), osobnego WC i przedpokoju oraz piwnicy. Całkowita powierzchnia mieszkania wynosi 70 m2, wysokość mieszkania około 3m. Mieszkanie dwustronne, z ekspozycją okien na północ i południe, z obu stron są balkony. Wewnętrzne podwórko tylko dla mieszkańców z możliwością parkowania (należy wykupić pilot od Spółdzielni). Mieszkanie znajduje się w strefie płatnego parkowania niestrzeżonego. Mieszkanie w tej chwili jest przygotowane pod wynajem, tzn, pokoje zostały podzielone na pół, w związku z tym są 4 pokoje z oknami. Ścianki są zbudowane z karton-gipsu, także łatwe do usunięcia i przywrócenia stanu sprzed podziału. Budynek po termomodernizacji, z odnowioną klatką schodową. Okna wymienione na PCV, wymieniana instalacja C.O. (grzejniki nowego typu stalowe), wymienione piony wodno - kanalizacyjne i elektryczne, w mieszkaniu instalacja nie została wymieniona. Bardzo dobre położenie mieszkania, około 2,8 km od Centrum miasta. W sąsiedztwie znajdują się niskie kamienice. Dostęp do komunikacji miejskiej jest bardzo dobry. W odległości ok. 100 m znajdują się przystanki autobusowe. Nieco dalej, w odległości około 300 m znajduje się więcej przystanków autobusowych, stacja metra Pole Mokotowskie i przystanki tramwajowe. Obecnie wzdłuż ulicy Rakowieckiej jest budowana linia tramwajowa z planowanym przystankiem w odległości około 100 m. Planowany termin zakończenia budowy to grudzień 2025r. W okolicy znajduje się wiele sklepów osiedlowych. Na parterze jest sklep Żabka oraz piekarnia Wanda. Dostęp do ośrodków edukacyjnych jest bardzo dobry. W okolicy znajduje się wiele szkół. W odległości ok. 200 m znajduje się SGH. Licea znajdują się w odległości ok. 200 m, szkoła podstawowa około 400 m. Przedszkole położone jest w odległości ok. 700 m. W odległości ok. 800 m zaczynają się tereny parku Pole Mokotowskie, a Łazienki Królewskie oddalone są około 1,5 km. Mieszkanie ma uregulowane grunty oraz założoną księgę wieczystą. Czynsz miesięczny wynosi około 1000 zł wraz z zaliczką na ogrzewanie w wysokości 358 zł miesięcznie. Do czynszu należy doliczyć opłaty za wodę i kanalizację (opłaty wg zużycia). W mieszkaniu jest instalacja gazowa ale obecnie nie używana.",mieszkania sprzedaż
325,3731206,https://adresowo.pl/o/mieszkanie-warszawa-mokotow-ul-bokserska-2-pokojowe-d6u2u7,ponad tydzień temu,18.0,Warszawa Mokotów,ul. Bokserska,Mieszkanie,2,56,True,1 140 000,20 401zł / m²,"Na sprzedaż przestronne i funkcjonalne mieszkanie o powierzchni 55,88 m², położone na 3. piętrze nowoczesnego bloku oddanego do użytkowania w 2020 roku. Budynek wyróżnia się nietuzinkową architekturą, wyraźnie odróżniając się od jednolitej zabudowy sąsiednich osiedli. UKŁAD MIESZKANIA: - Przestronny salon z aneksem kuchennym i stołem jadalnianym dla 6 osób - idealny do spotkań i codziennego życia. - Sypialnia zapewniająca wygodę i prywatność. - Przedpokój z dużą, pojemną szafą. - Łazienka w nowoczesnym wykończeniu. Układ mieszkania jest przemyślany i wygodny, co pozwala na maksymalne wykorzystanie dostępnej przestrzeni. ATUTY MIESZKANIA: - Pierwszy właściciel - mieszkanie w doskonałym stanie, gotowe do wprowadzenia. - Wyjątkowo komfortowe miejsce parkingowe w garażu podziemnym (dodatkowo płatne 50 000 zł): szerokie, zlokalizowane tuż przy wejściu do klatki, idealne zarówno dla samochodu, jak i motocykla zaparkowanego obok. - Mieszkanie w pełni umeblowane, możliwe do wprowadzenia się od zaraz. DOSKONAŁA LOKALIZACJA: - Biedronka po drugiej stronie ulicy. - Rossmann w tym samym budynku. - Żabka, liczne restauracje i piekarnie w pobliżu. - Galeria Westfield Mokotów - 15 min spacerem. - Lotnisko Chopina. - Pętla autobusowa 60 m od bloku - szybki i wygodny dojazd do centrum Warszawy w 30 minut komunikacją miejską. To idealna propozycja dla osób ceniących komfort, nowoczesny styl i doskonałą komunikację. Cena do uzgodnienia - zapraszam do kontaktu i na prezentację mieszkania!",mieszkania sprzedaż
326,3731164,https://adresowo.pl/o/mieszkanie-warszawa-bialoleka-ul-zeglugi-wislanej-3-pokojowe-c6l2k1,ponad tydzień temu,1.0,Warszawa Białołęka,ul. Żeglugi Wiślanej,Mieszkanie,3,67,True,770 000,11 493zł / m²,"Mieszkanie rozkładowe w bardzo dobrym stanie 3 pokojowe na 3 pietrze z łazienką i dodatkową toaletą, okna wschód - zachód, blisko przystanku autobusowego, blisko tras spacerowych Kanału Żerańskiego, osiedle strzeżone",mieszkania sprzedaż
327,3731176,https://adresowo.pl/o/mieszkanie-warszawa-ursynow-ul-puszczyka-3-pokojowe-u2r7d0,ponad tydzień temu,11.0,Warszawa Ursynów,ul. Puszczyka,Mieszkanie,3,63,True,885 000,13 959zł / m²,"Dzień dobry, Oferuję bezpośrednio przestronne 63,4 m2 mieszkanie na Ursynowie Północnym. NAJWAŻNIEJSZE INFORMACJE: * Mieszkanie 3-pokojowe - 63,4 m2 * 450 m do stacji Metro Ursynów * Wysoki parter w czterokondygnacyjnym budynku * Mieszkanie dwustronne: wschodnio-zachodnie * Oddzielna, widna kuchnia z jadalnią * Balkon z wyjściem do ogrodu * Otwarta przestrzeń - przedpokój łączony z dużym pokojem * Możliwość użytkowania ogrodu * Miejsca parkingowe zarezerwowane dla mieszkańców * Piwnica o powierzchni 6 m2 UKŁAD MIESZKANIA: * Duży pokój - 16,5 m2 * Balkon - 5,85 m2 * Pokój 1 - 10,4 m2 * Pokój 2 - 8 m2 * Kuchnia - 15 m2 * Łazienka - 5,5 m2 * Przedpokój - 5,5 m2 * Korytarz - 2,5 m2 STAN PRAWNY I FINANSOWANIE: Istnieje możliwość zakupu zarówno za gotówkę, jak i na kredyt. Prawo do gruntów pod budynkiem jest uregulowane i posiadam komplet dokumentów potwierdzających historię właścicieli do założenia księgi wieczystej. W przypadku zainteresowania zakupem na kredyt - udajemy się do notariusza celem spisania umowy przedwstępnej i dostarczam komplet zaświadczeń dla banku. Rozwiązanie zostało omówione z notariuszem i w spółdzielni, zapewniam organizację tego rozwiązania. LOKALIZACJA: Budynek jest zlokalizowany w bezpośredniej bliskości Parku Juraskiego - wypełnionego atrakcjami dla najmłodszych. Do stacji Metro Ursynów jest 450 m, do najbliższego sklepu 150 m. W zasięgu 8-minutowego spaceru znajdziemy bogatą infrastrukturę: żłobki, szkoły, boiska. OPIS MIESZKANIA I BUDYNKU: Mieszkanie znajduje się na parterze czterokondygnacyjnego bloku z wielkiej płyty, który jest oddzielony od hałasów pasami zieleni na przemian z drogami wewnętrznymi. Ukształtowanie przyległego terenu, od strony zachodniej jest obniżenie oraz sąsiedztwo niskich bloków od strony wschodniej, co daje dużo światła. Wszystkie okna są zabezpieczone kratami, również balkon, z którego można wyjść do ogrodu. Jest podpisana umowa ze spółdzielnią użytkowania go przez lokatorów. W bezpośrednim sąsiedztwie bloku znajdują się winietowane miejsca parkingowe dla mieszkańców. Proszę zapoznać się z załączonym w zdjęciach rzutem pomieszczeń. Dwa mniejsze świetnie sprawdzą się jako sypialnie, natomiast trzeci, połączony z przedpokojem, daje dużą przestrzeń jako pokój dzienny. Cała ściana zachodnia tego pomieszczenia jest przeszklona wraz z drzwiami na balkon. Kuchnia jest połączona z jadalnią, spokojnie mieści się stół i inne meble niż tylko kuchenne. W tym pomieszczeniu również jest dużo okien, około 3 m szerokości od strony wschodniej. Łazienka również jest duża - swobodnie mieści się wanna narożna. Do lokalu przynależy piwnica, też przestronna: 2x3 m. KONTAKT: Zapraszam do kontaktu, Andrzej Jabłonowski --- Powyższa oferta ma charakter informacyjny i nie stanowi oferty handlowej w rozumieniu art. 66 §1 Kodeksu Cywilnego. Współpracę z pośrednikami nieruchomości akceptuję jedynie w formie przedstawicieli kupujących. Proszę nie oferować innych form współpracy.",mieszkania sprzedaż
328,3731012,https://adresowo.pl/o/mieszkanie-warszawa-mokotow-ul-luzycka-3-pokojowe-i3q2x1,ponad tydzień temu,8.0,Warszawa Mokotów,ul. Łużycka,Mieszkanie,3,57,True,899 000,15 772zł / m²,"Szczegóły oferty: Mieszkanie, sprzedaż - Warszawa , Mokotów , Łużycka. Bezpośrednio. BEZPOŚREDNIO: Przestronne, trzypokojowe mieszkanie. Cena: 899 000 zł (15 744 zł za m²). Powierzchnia obiektu: 57,1 m² ( 3 pokoje , 1 łazienka). Funkcjonalny rozkład lokalu: * Jasna kuchnia z jadalnią (12 m²), * Łazienka (5 m²), * Pokój dzienny (18 m²) z loggią, * Sypialnia (13 m²), * Gabinet (10 m²). Lokal w pełni wyposażony, do zamieszkania od razu, bez ponoszenia kosztów. Wymaga odświeżenia, jednakże gotowy do zamieszkania (sprzęt AGD, meble). Lokalizacja i otoczenie: * Blisko sklepy: Lidl, Biedronka, Carrefour, Frac. * Spacerem do Łazienek Królewskich i Kopca Powstania Warszawskiego. * Do Centrum 15 minut (nowa linia tramwajowa). Komunikacja: Autobusy i tramwaje odjeżdżają z przystanku Sielce: [numer][numer][numer]87, N31, N81.",mieszkania sprzedaż
329,3730978,https://adresowo.pl/o/mieszkanie-warszawa-srodmiescie-2-pokojowe-39-m2-k3i6c0,ponad tydzień temu,8.0,Warszawa Śródmieście,,Mieszkanie,2,39,True,830 000,21 282zł / m²,"PREMIUM OKAZJA! 2-pokojowe mieszkanie w samym sercu Warszawy - 38,79 m². 830 000 zł. BEZ POŚREDNIKÓW, BEZ PROWIZJI! Lokalizacja marzeń - 3 minuty do Złotych Tarasów, metra i Dworca Centralnego. Chcesz mieszkać w samym centrum Warszawy? A może szukasz pewnej inwestycji pod wynajem? To mieszkanie spełni oba te oczekiwania! NAJWAŻNIEJSZE ATUTY MIESZKANIA: • Powierzchnia: 38,79 m² + piwnica 1,69 m² • Rozkład: dwa niezależne pokoje, osobna kuchnia, łazienka z prysznicem, przedpokój • Dwustronna ekspozycja okien - południe i zachód, dużo naturalnego światła • Drewniany parkiet - klasyka, która nadaje wnętrzom ciepła • Stan mieszkania: do remontu - pełna dowolność aranżacji LOKALIZACJA PREMIUM: • 130 m do Złotych Tarasów • 100 m do Parku Świętokrzyskiego • 200 m do Dworca Centralnego • 8 min do metra Świętokrzyska i Ronda ONZ • Pełna infrastruktura - sklepy, restauracje, usługi BUDYNEK I FORMALNOŚCI: • Blok z 1967 roku, z dwiema windami, monitoringiem i ochroną • Spółdzielczo-własnościowe prawo do lokalu z możliwością założenia Księgi Wieczystej • Grunt uregulowany - możliwy zakup na kredyt CENA: 830 000 zł Sprzedaż bezpośrednia - BEZ PROWIZJI, BEZ POŚREDNIKÓW! Zadzwoń już dziś i umów się na prezentację. Takie mieszkania w tej lokalizacji znikają błyskawicznie!",mieszkania sprzedaż
330,3730400,https://adresowo.pl/o/mieszkanie-warszawa-ochota-ul-daleka-4-pokojowe-m4g2z0,ponad tydzień temu,15.0,Warszawa Ochota,ul. Daleka,Mieszkanie,4,71,True,1 420 000,20 000zł / m²,"Ciche mieszkanie blisko wszelkich węzłów komunikacyjnych. - Mieszkanie od strony podwórka, na 4. piętrze. - Okna 2 pokoi i kuchni po zachodniej stronie. Dwa pozostałe po stronie południowej i północnej (drzwi balkonowe we wnęce bloku). - Długi, 8-metrowy balkon po zachodniej stronie mieszkania. - Łazienka z oddzielnym WC, wyremontowane. - Trzy pokoje wyremontowane, a jeden do odświeżenia/poprawienia. - Przedpokój wyremontowany. - Kuchnia wyremontowana, zabudowana i z AGD Samsung: - lodówka, - zmywarka, - piekarnik, - płyta indukcyjna, - wyciąg. - Filtr wody z odwróconą osmozą i mineralizacją. - Blat kuchenny tekowy, olejowany. - Dwie windy. - Ogrodzony teren i miejsce do parkowania. - Konstrukcja bloku to rama H, która pozwala na zmianę usytuowania wszystkich ścian wewnętrznych. - Ściany działowe to cegła/pustak. - W piwnicy schowek przypisany do lokalu. - Na piętrze dzielony z sąsiadem schowek na wózek/rowery. *** Za każdy miesiąc przed 31 marca 2026, w którym zostanie dokonany zakup z zapłatą całej kwoty, oferujemy: 15 000 zł rabatu! np. (zapłata 28.02.2025: 1.420.000 - 15.000 = 1.405.000) (zapłata 31.12.2025: 1.420.000 - 3x15.000 = 1.375.000) itd.",mieszkania sprzedaż
331,3730344,https://adresowo.pl/o/mieszkanie-warszawa-wesola-2-pokojowe-52-m2-p5m6g4,ponad tydzień temu,8.0,Warszawa Wesoła,,Mieszkanie,2,52,True,710 000,13 550zł / m²,"Na sprzedaż - komfortowe mieszkanie 2-pokojowe o powierzchni 52,4 m², znajdujące się na wysokim parterze, wraz z: - dodatkowym pomieszczeniem użytkowym (11,12 m²), - piwnicą (9,36 m²), - balkonem (6 m²), - 2 miejscami parkingowymi. LOKALIZACJA: Spokojne, zamknięte osiedle z placem zabaw dla dzieci. MIESZKANIE SKŁADA SIĘ Z: - salonu, - sypialni, - kuchni, - łazienki, - przedpokoju, - balkonu. DODATKOWE INFORMACJE: - kameralne zamknięte osiedle z dużą ilością zieleni, - w pobliżu przystanki autobusowe, liczne sklepy, - plac zabaw dla dzieci na terenie posesji, - okolica spokojna, przyjazna dla rodzin z dziećmi, - w okolicy ścieżki rowerowe, - w pobliżu szkoły i przedszkola, - mieszkanie umeblowane, gotowe do wprowadzenia.",mieszkania sprzedaż
332,3730334,https://adresowo.pl/o/mieszkanie-warszawa-wola-ul-batalionu-ak-zoska-3-pokojowe-f9s1j6,ponad tydzień temu,13.0,Warszawa Wola,"ul. Batalionu AK ""Zośka""",Mieszkanie,3,45,True,769 000,17 051zł / m²,"Przestronne 3-pokojowe mieszkanie w sercu zielonej Woli Zapraszamy do zapoznania się z ofertą sprzedaży wyjątkowego, 3-pokojowego mieszkania przy ul. Batalionu AK ""Zośka"", położonego w atrakcyjnej dzielnicy Warszawy . To idealna propozycja dla rodzin, par oraz osób ceniących komfort, bliskość natury i doskonałą infrastrukturę miejską. ATUTY MIESZKANIA - Przestronne i jasne wnętrza: Mieszkanie jest doskonale doświetlone dzięki dużym oknom w każdym pomieszczeniu, co zapewnia mnóstwo naturalnego światła przez cały dzień. - Funkcjonalny układ: 3 pokoje oferują elastyczne możliwości aranżacji - idealne na sypialnie, pokój dziecięcy, biuro lub przestrzeń do relaksu. - Balkon z widokiem na zieleń: Z balkonu roztacza się piękny widok na Park Sowińskiego oraz Park Szymańskiego, które zachęcają do relaksu i spacerów. LOKALIZACJA - WSZYSTKO W ZASIĘGU RĘKI Mieszkanie znajduje się w doskonale skomunikowanej części Woli, otoczonej zielenią i infrastrukturą przyjazną mieszkańcom: - Bliskość natury: 2 parki w sąsiedztwie - Park Sowińskiego z amfiteatrem, tężnią i licznymi koncertami oraz Park Szymańskiego z alejkami dla rolkarzy, rowerzystów i deskorolkarzy, siłownią plenerową, skateparkiem, placem zabaw i multimedialnymi fontannami. - Rekreacja i aktywność: 15 minut spacerem do letniego parku wodnego Moczydło - idealnego miejsca na rodzinne wypady. - Doskonała infrastruktura: 2 minuty pieszo do basenu, szkoły podstawowej, żłobka oraz przedszkola. 4 minuty do przychodni POZ. 8 minut spacerem do stacji metra Księcia Janusza, zapewniającej szybki dojazd do centrum Warszawy. - Wygoda na co dzień: Sklep spożywczy, otwarty we wszystkie dni tygodnia, znajduje się bezpośrednio pod blokiem, a zielone podwórko i liczne tereny zielone wokół sprzyjają relaksowi i aktywności na świeżym powietrzu. DLACZEGO WARTO? To mieszkanie to idealne połączenie miejskiego stylu życia z bliskością natury i wygody. Przestronne, jasne wnętrza, funkcjonalny układ oraz doskonała lokalizacja sprawiają, że jest to miejsce stworzone dla osób poszukujących harmonii między aktywnym życiem a spokojem domowego zacisza. WAŻNA INFORMACJA Oferta bezpośrednia od właściciela. Prosimy, aby agencje i agenci nieruchomości nie kontaktowali się w sprawie tej oferty. Nie przegap okazji! Skontaktuj się bezpośrednio z nami, aby dowiedzieć się więcej i umówić na prezentację mieszkania.",mieszkania sprzedaż
