,id,url,date_posted,photos,locality,street,property_type,rooms,area_m2,owner_direct,price_total_zl,price_per_m2_zl,description,type
347,3631142,https://adresowo.pl/o/mieszkanie-wroclaw-psie-pole-ul-piotra-czajkowskiego-4-pokojowe-s0q8g7,ponad miesiąc temu,8.0,Wrocław Psie Pole,ul. Piotra Czajkowskiego,Mieszkanie,4,72,True,690 000,9 583zł / m²,"Przestronne, funkcjonalne mieszkanie czteropokojowe na parterze w czteropiętrowym, zadbanym bloku. Budynek po termomodernizacji. Klatka schodowa po remoncie. Wymienione piony wod.-kan., instalacja elektr. oraz gazowa w budynku. Mieszkanie w pełni rozkładowe, dwustronne. Pokój dzienny o pow. ok. 18 m2, z wyjściem na balkon o pow. ok. 7 m2. Na podłodze mozaika parkietowa. Oddzielna kuchnia o pow. ok. 7 m2. Na podłodze kafelki. Zabudowa meblowa. Sprzęty AGD: chłodziarko-zamrażarka, płyta gazowa, piekarnik elektr., okap. Pozostałe pokoje o powierzchni ok. 14 m2, 11 m2 i 10 m2. Łazienka o pow. ok. 3 m2. Na podłodze i ścianach kafelki, wanna oraz pralka. WC oddzielne, z możliwością połączenia. Przestronny przedpokój o pow. ok. 10 m2. Na ścianach boazeria, pawlacz. Wszystkie media miejskie. Do mieszkania przynależą 2 piwnice o pow. ok. 10 m2 i 3 m2. Na osiedlu bezpłatne miejsca do parkowania samochodu. Wokół tereny spacerowe, plac zabaw. W pobliżu: Uniwersytet Wrocławski , szpital przy ul. Koszarowej, komunikacja autobusowa, stacja PKP, sklepy. Serdecznie polecam i zapraszam na prezentację.",mieszkania sprzedaż
348,3629802,https://adresowo.pl/o/mieszkanie-wroclaw-srodmiescie-ul-waleriana-lukasinskiego-4-pokojowe-o1l1r5,ponad miesiąc temu,8.0,Wrocław Śródmieście,ul. Waleriana Łukasińskiego,Mieszkanie,4,66,True,819 000,12 504zł / m²,"Mieszkanie M4 o powierzchni 65,50 m², plus 5 m² komórka przy lokalu na półpiętrze oraz 0,8 m² piwnica. Mieszkanie składa się z trzech pokoi, kuchni, łazienki oraz toalety. Pokój ok. 21 m² z balkonem od strony ulicy (możliwa zabudowa typu loggia). Pokój ok. 12 m² z balkonem od strony podwórka. Pokój ok. 9 m² od strony podwórka. Komórka na półpiętrze, przylegająca do kuchni. Można przerobić na pralnię/suszarnię. Ogrzewanie miejskie. Nowa winda. Podwórko po rewitalizacji, bezpłatny wewnętrzny parking przy bloku, zamykany szlabanem. Plomba z lat 90. Remont około 2010 roku. Stan dobry. Obecnie wynajmowane, można przejąć z najemcami. Termin wypowiedzenia: 1 miesiąc.",mieszkania sprzedaż
349,3628728,https://adresowo.pl/o/mieszkanie-wroclaw-srodmiescie-ul-henryka-sienkiewicza-2-pokojowe-h4k4i1,ponad miesiąc temu,30.0,Wrocław Śródmieście,ul. Henryka Sienkiewicza,Mieszkanie,2,32,True,735 000,23 333zł / m²,"NOWE, CENTRUM, Z PEŁNYM WYPOSAŻENIEM W CENIE! DUŻY BALKON ! SIENKIEWICZA RESIDENCE MODERN (OGRÓD BOTANICZNY) KLUCZE OD ZARAZ! 2 POKOJE +1 MIEJSCE POSTOJOWE w garażu podziemnym! BEZ PROWIZJI ! BRAK PCC2% ! Fantastyczna lokalizacja w przytulnej i nowoczesnej części centrum miasta oraz stylowy, ergonomiczny design będą kluczem do sukcesu Państwa inwestycji na długie lata! Zaprojektowane do wygodnego życia pary lub singla. Inwestycja będzie również atrakcyjna pod wynajem dzienny lub długoterminowy. Sienkiewicza Résidence oddany do użytkowania przez francuskiego dewelopera ""Bouygues Immobilier"" we wrześniu 2024r. Otrzymują Państwo topową lokalizację, brak niedokończonych budów w okolicy, nowoczesne, CICHE centrum z fantastyczną infrastrukturą oraz remont najwyższej jakości wykonany zgodnie z  trendami, który pozostanie aktualny przez lata. ZALETY INWESTYCJI: *Zielony dach i panoramiczny taras z widokiem na Ogród Botaniczny. * Klimatyczna sala bilardowa z barem dla mieszkańców. *Unikatowe części wspólne z autorskimi meblami oraz obrazami współczesnych artystów. *System umożliwiający otwieranie drzwi, wind, bramy wjazdowej do garażu przy pomocy aplikacji na smartfonie. *Monitoring 4 kamery, nowoczesne Wideodomofony. *Wózkownia / Rowerownia. *Rozwiązania przyjazne środowisku, które pomagają zmniejszyć czynsz i wspierają planetę: zbiornik retencyjny wody opadowej, która wykorzystana przy podlewaniu zielonych części wspólnych. * Nawiewniki antysmogowe. * Zielony dach oraz oświetlenie LED. *Ciche i zielone otoczenie z wygodnym dostępem do infrastruktury miejskiej (tramwaj/autobus-50 m). *Założona Księga Wieczysta bez obciążeń - dotyczy   Apartamentu.  Świadectwo energetyczne klasa A. FUNKCJONALNY UKŁAD POMIESZCZEŃ: MIESZKANIE salon z aneksem kuchennym – 16,4 m2 sypialnia (łóżko 1,6 *2,0 m) – 8,0 m2 łazienka – 3,9 m2 przedpokój – 3,2 m2 Wysokość pomieszczeń : 2.65 m balkon ( z widokiem na ciche podwórko)-7,4 m2 MIEJSCE PARKINGOWE: w garażu podziemnym na platformie samochodowej - idealne dla większości samochodów. Platforma dolna :szerokość 2.5m / długość 5m / maksymalna wysokość auta 1,70m DESIGN i WYPOSAŻENIE: W cenie mieszkania znajduje się kompletne NOWE wyposażenie, w tym meble, akcesoria, wysokiej jakości sprzęt AGD i RTV. Mieszkanie zostało zaprojektowane przez architekta wnętrz naszego biura w stylu francuski modern, co w sposób organiczny staje się kontynuacją stylu Sienkiewicza Residence. Wykonywanie prac budowlanych według najwyższych standardów branżowych gwarantuje bezproblemową eksploatację inwestycji przez wiele lat. Z przyjemnością przedstawimy Państwu szczegóły dotyczące wyposażenia podczas spotkania w mieszkaniu. LOKALIZACJA: Wrocław/ dzielnica Śródmieście / Ołbin/ul. Sienkiewicza 32/ Naprzeciwko Ogrodu Botanicznego Ostrów Tumski - 300 m/1 min pieszo Rynek – 1,8 km /12 minut pieszo plac Bema- 450 m/ 1 min pieszo Wydział Architektury Politechniki Wrocławskiej- 900m/5 min pieszo Park Tołpy-750 m/ 5 min pieszo Uniwersytet Wrocławski-1,2 km/ 8minut pieszo Politechnika Wrocławska -2 km / 12 minut pieszo plac Grunwaldzki -1,3 km / 10 min pieszo W pobliżu : 50m-Siłownia JUST GUM 100m- restauracje Ragu Pracownia Makaronu / Tutti Santi / Look UP/ Concept Bistro / Restauracja Najbor i wszystkie niezbędne usługi. UMOWA SPRZEDAŻY: Sprzedający - spółka, brak PCC 2%, BEZ PROWIZJI. Podana cena za mieszkanie 735 tys. zł. jest ceną brutto (w tym VAT 8%). Cena miejsca parkingowego 65 tys. zł. brutto (w tym VAT 8%) do negocjacji, dodatkowo. To idealne mieszkanie dla osób ceniących komfort, nowoczesność i doskonałą lokalizację. Zapraszam do kontaktu i umówienia się na prezentację! Niniejsza oferta nie stanowi oferty w rozumieniu przepisów Kodeksu Cywilnego. Właścicielem ogłoszenia wraz z jego elementami jest LUDZIE I ŚCIANY SP. Z O.O. i/lub podmioty współpracujące. Wszelkie prawa zastrzeżone. Kopiowanie, rozpowszechnianie oraz korzystanie z niniejszych materiałów w jakikolwiek inny sposób wykraczający poza dozwolony użytek określony przepisami ustawy z 4 lutego 1994 r. o prawie autorskim i prawach pokrewnych (Dz. U. 1994, nr 24 poz. 83 z późn. zm.) bez pisemnej zgody LUDZIE I ŚCIANY SP. Z O.O. i/lub podmiotów współpracujących jest zabronione.",mieszkania sprzedaż
350,3628940,https://adresowo.pl/o/mieszkanie-wroclaw-psie-pole-ul-inflancka-3-pokojowe-l8q4n9,ponad miesiąc temu,11.0,Wrocław Psie Pole,ul. Inflancka,Mieszkanie,3,50,True,590 000,11 800zł / m²,"Sprzedam mieszkanie , 50 m2, Inflancka 29. Oferta przeznaczona dla osób prywatnych, agencjom nieruchomosci dziękujemy.",mieszkania sprzedaż
351,3627528,https://adresowo.pl/o/mieszkanie-wroclaw-psie-pole-ul-hugona-kowarzyka-2-pokojowe-x3k6c5,ponad miesiąc temu,8.0,Wrocław Psie Pole,ul. Hugona Kowarzyka,Mieszkanie,2,39,True,679 000,17 410zł / m²,"Na sprzedaż komfortowe, w pełni wyposażone mieszkanie na spokojnym, zielonym osiedlu - idealne dla singla, pary lub młodej rodziny. Gotowe do zamieszkania od zaraz - bez żadnych nakładów! Najważniejsze informacje: Wrocław - ul. Hugona Kowarzyka. Powierzchnia: 39,12 m². 2 pokoje + balkon (z siatką i podestem). Piętro 2/4, winda. Rok budowy: 2019. Ogrzewanie gazowe, media miejskie, światłowód. Niskie koszty utrzymania. Miejsce w garażu podziemnym + komórka lokatorska - dodatkowo płatne 65 000 zł (osobna księga wieczysta). Bezpłatne miejsca postojowe przed budynkiem. Plac zabaw. Zielona, spokojna okolica - 20 min do Rynku. Wyposażenie (w cenie!): Kuchnia w zabudowie (piekarnik, płyta indukcyjna, lodówka). Stół z krzesłami. Salon: sofa, stolik, szafki, rolety-plisy. Sypialnia: duże łóżko, szafa w zabudowie, rolety-plisy. Przedpokój: szafa w zabudowie. Neutralna kolorystyka - łatwa do aranżacji. Stan techniczny: Użytkowane tylko 5 lat. Bez usterek, bardzo zadbane. Wysokiej jakości wykończenie. Lokalizacja i okolica: Przystanek autobusowy - 6 min pieszo. Obwodnica Wrocławia - 6 min autem. Galeria Marino - 5 min autem. Dino, apteka, żłobek, przedszkole - do 10 min pieszo. Nie wymaga żadnych inwestycji - wystarczy się wprowadzić. Zadzwoń i umów się na prezentację!",mieszkania sprzedaż
352,3623932,https://adresowo.pl/o/mieszkanie-wroclaw-fabryczna-ul-dziadoszanska-3-pokojowe-n3o5c3,ponad miesiąc temu,14.0,Wrocław Fabryczna,ul. Dziadoszańska,Mieszkanie,3,66,True,730 000,11 061zł / m²,"Sprzedam lub zamienię dwa mieszkania umocowane na jednej księdze wieczystej.Mieszkanie na parterze 54, 7m2 dwa pokoje, kuchnia, przedpokój, łazienka umeblowane ogrzewanie gazowe, łazienka podłogowe, klimatyzacja.Mieszkanie na poddaszu 16, 5m2 składa się z pokoju z aneksem kuchennym przedpokoju, łazienki korytarza umeblowane, ogrzewanie elektryczne ( mieszkania bezczynszowe).Do mieszkania przynależy duża piwnica ( 20m2 i 1, 5m2) strych, ogród (260m2) oraz murowana komórka 16m2,na ogrodzie pompa hydrofor do podlewania ogrodu.Mieszkania są w budynku z lat 30-tych na ulicy Dziadoszanskiej Kozanów (dwóch właścicieli na klatce). Przy zamianie interesuje mnie mieszkanie 3 pokoje od55m2 do65m2+balkon na pierwszym piętrze w przypadku braku windy , mieszkanie z windą do5 piętra (ogrzewanie miejskie) oprócz parteru",mieszkania sprzedaż
353,3625866,https://adresowo.pl/o/mieszkanie-wroclaw-srodmiescie-1-pokoj-30-m2-h0p3z2,ponad miesiąc temu,8.0,Wrocław Śródmieście,,Mieszkanie,1,30,True,585 000,19 500zł / m²,"Mieszkanie 1 pokojowe 30 m2 z oddzielna kuchnia i pelnym wyposazeniem Cena 585 000 zl Do kupienia tylko w pakiecie 2 mieszkania w jednym lokalu Wroclaw Kepa Mieszczanska Central Park Na sprzedaz gotowiec inwestycyjny typu dwupak – dwa niezalezne mieszkania 1 pokojowe po okolo 30 m2 kazde w jednym lokalu o lacznej powierzchni 60 m2 Cena za jedno mieszkanie 585 000 zl Sprzedaz tylko w calosci – 1 170 000 zl Kazde mieszkanie sklada sie z • duzego pokoju • oddzielnej kuchni z oknem • lazienki z prysznicem • balkonu • klimatyzacji • systemu smart home • indywidualnych licznikow mediow Mieszkania sa w pelni umeblowane i wyposazone • meble w pokoju i kuchni • AGD lodowka piekarnik plyta zmywarka pralka • gotowe do wynajmu od zaraz Nowoczesne osiedle z winda ochrona silownia strefa SPA i zielonym patio Mozliwosc dokupienia miejsca postojowego w garazu podziemnym Brak podatku PCC Kontakt telefoniczny w celu prezentacji i szczegolow 1-кімнатна квартира 30 м2 з окремою кухнею та повним оснащенням Ціна 585 000 злотих Продається тільки пакетом – 2 квартири в одному об’єкті Вроцлав, Kępa Mieszczańska, житловий комплекс Central Park Пропонується до продажу інвестиційний об’єкт типу “двопак” – дві незалежні 1-кімнатні квартири площею приблизно 30 м2 кожна, загальна площа 60 м2 Ціна за одну квартиру – 585 000 злотих Продаж тільки в повному пакеті – 1 170 000 злотих Кожна квартира складається з • просторої кімнати • окремої кухні з вікном • ванної кімнати з душем • балкона • кондиціонера • системи розумний дім • індивідуальних лічильників на комунальні послуги Квартири повністю мебльовані та оснащені • меблі в кімнаті та кухні • побутова техніка холодильник, духовка, плита, посудомийна машина, пральна машина • телев • повністю готові до здачі в оренду Сучасний житловий комплекс з ліфтом, охороною, тренажерною залою, SPA-зоною та зеленою територією Є можливість докупити місце в підземному паркінгу Без податку PCC Контакт по телефону для детальної інформації та перегляду",mieszkania sprzedaż
354,3624928,https://adresowo.pl/o/mieszkanie-wroclaw-krzyki-ul-jantarowa-2-pokojowe-g3h7u1,ponad miesiąc temu,9.0,Wrocław Krzyki,ul. Jantarowa,Mieszkanie,2,33,True,499 000,15 121zł / m²,"Sprzedam bezpośrednio dwupokojowe mieszkanie na Krzykach przy ul. Jantarowej  tuż obok Sky Towera. Mieszkanie 33,13 m2 znajduje się na niskim parterze I składa się z dużego pokoju z aneksem kuchennym,  sypialni,  łazienki z wc.  Ostatnio przeszło remont generalny, wszystkie instalacje (hydrauliczna i elektryczna) zostały wymienione. Mieszkanie w pełni wyposażone w meble i sprzęty agd, posiada dwie pojemne, wbudowane szafy wnękowe. Pełna własność z księgą wieczystą bez obciążeń.  Wszystkie media miejskie.  Do mieszkania przynależy piwnica. Okna wychodzą na zielone podwórko, cicho, a jednocześnie blisko centrum.  Wokół pełna infrastruktura - autobusy, tramwaje, sklepiki osiedlowe,  punkty usługowe,  sam spożywczy, dwie żabki. Sprzedaż bezpośrednia,  nie współpracuję z biurami nieruchomości. Zapraszam do kontaktu bezpośredniego.",mieszkania sprzedaż
355,3624054,https://adresowo.pl/o/mieszkanie-wroclaw-muchobor-maly-ul-strzegomska-2-pokojowe-o6u7b8,ponad miesiąc temu,11.0,Wrocław Muchobór Mały,ul. Strzegomska,Mieszkanie,2,52,True,568 000,10 902zł / m²,Mieszkanie znajduje się w dobrze skomunikowanej części Wrocławia Przy ul Strzegomskiej W pobliżu liczne sklepy punkty usługowe W pobliżu szkoła przedszkole W niedalekiej odległości przystanek komunikacji miejskiej umożliwiające dobre połączenie z resztą częścią miasta Mieszkanie składa się z 2 pokoi z jednego z nich wyjście na duży balkon Osobną kuchnią Łazienka z osobna toaleta Mieszkanie dwustronne Do mieszkania przynależy piwnica Zapraszam na prezentację w dowolnym dla Państwa terminie Tel [numer],mieszkania sprzedaż
356,3623418,https://adresowo.pl/o/mieszkanie-wroclaw-stare-miasto-ul-teczowa-3-pokojowe-c8l5u8,ponad miesiąc temu,11.0,Wrocław Stare Miasto,ul. Tęczowa,Mieszkanie,3,58,True,850 000,14 655zł / m²,"Na sprzedaż mieszkanie 3-pokojowe na parterze o powierzchni 58 m2 w centrum Wrocławia . Lokalizacja: Mieszkanie usytuowane jest na zamkniętym, monitorowanym osiedlu Lokum Victoria, przy ulicy Tęczowej. Rozkład pomieszczeń: Salon z aneksem kuchennym o powierzchni 23.88 m2. Pokój o powierzchni 10.77 m2. Sypialnia o powierzchni 13.07 m2. Łazienka o powierzchni 4.78 m2. Przedpokój o powierzchni 5.05 m2. Balkon od strony zewnętrznej budynku o powierzchni 3.60 m2. Dodatki w cenie: Meble kuchenne w stałej zabudowie z kompletnym sprzętem AGD (lodówka, piekarnik, zmywarka, płyta indukcyjna). Meble łazienkowe wraz z pralką i suszarką Szafy na wymiar w stałej zabudowie. Opłaty: Ogrzewanie miejskie. Czynsz wynosi 700 PLN. Do mieszkania przynależy dodatkowo płatne: dwa miejsca parkingowe w garażu podziemnym - 65.000 zł Komórka lokatorska - 25.000 zł Mieszkanie położone jest w dzielnicy Stare Miasto na ulicy Tęczowej we Wrocławiu, zapewniając dostęp do wielu udogodnień i atrakcji. W otoczeniu znajdują się liczne sklepy, restauracje, kawiarnie oraz punkty usługowe, co sprawia, że codzienne życie staje się niezwykle komfortowe. Ponadto, bliskość terenów zielonych i parków umożliwiają relaksujące spacery oraz aktywność na świeżym powietrzu. Dobra komunikacja to kolejny atut tej lokalizacji, co ułatwia szybkie przemieszczanie się po mieście. W pobliżu znajdują się przystanki komunikacji publicznej, co sprawia, że podróżowanie do innych części Wrocławia jest łatwe i wygodne. Nie współpracujemy z biurami nieruchomości. Zapraszam do kontaktu.",mieszkania sprzedaż
357,3621080,https://adresowo.pl/o/mieszkanie-wroclaw-srodmiescie-ul-robotnicza-1-pokoj-o7r2h9,ponad miesiąc temu,8.0,Wrocław Śródmieście,ul. Robotnicza,Mieszkanie,1,15,True,265 000,17 667zł / m²,"Mieszkanie blisko Centrum ( Stare Miasto ) ul. Robotnicza 32 Po remoncie . Wszystkie instalacje Nowe Łazienka WC z prysznicem Wyposażenie: Kuchenka indukcyjna, czajnik, Lodówka , pralka , Łóżko Telewizor LOKALIZACJA ul. Robotnicza 32 , Wrocław ...blisko Lidla przy placu Strzegomskim Możliwa częściowa spłata ratalna - Bez Banku. ( Umowa Notarialna ) Świetna komunikacja miejska- przystanek nazywa się "" Smolecka "" Tramwaje 20, 23 Autobusy [numer], 206 Autobus nocny 249 Czynsz 0k 260 zł Ogrzewanie - Pompa ciepła / Klima Grzewczo- chłodząca w zupełności wystarczająca przy tym metrażu. ŚREDNIE koszty prądu w okresie grzewczym to ok. 215 zł / miesiąc Kontakt TYLKO TELEFONICZNY w godz 12 - 22ga 7 w tygodniu/ poza godzinami proszę ..sms to oddzwonię /",mieszkania sprzedaż
358,3620934,https://adresowo.pl/o/mieszkanie-wroclaw-pl-tadeusza-kosciuszki-3-pokojowe-l2n4g6,ponad miesiąc temu,8.0,Wrocław,pl. Tadeusza Kościuszki,Mieszkanie,3,66,True,935 000,14 167zł / m²,Dosprzedania prywatnie mieszkanie w prestizowym miejscu wroclawia pl. kosciuszki osiedle KDM 65 m2 3 pokoje zabudowany szafami i bialym kamieniem przedpokoj osobna jasna i ustawna kuchnia wc osobno lazienka osobno wnetrze podworzowe z miejscami parkingowymi piwnica schowek na rowery 2 pokoje i kuchni a okna od podworka salon okna od ul kosciuszki budynek po wszystkich remontach dach instalacje klatka schodowa pokoje ustawne mieszkam tu od 1973 r sprzedaz prywatnie bez posrednikow dobra inwestycja -do zamieszkania pod wynajem na biuro gabinet na calym osiedlu kdm sa tylko 4 mieszkania o takim metrazu i rozkladzie centralne ogrzewanie miejskie wszystkie media,mieszkania sprzedaż
359,3620034,https://adresowo.pl/o/mieszkanie-wroclaw-krzyki-ul-przyjazni-2-pokojowe-o4r0g7,ponad miesiąc temu,11.0,Wrocław Krzyki,ul. Przyjaźni,Mieszkanie,2,37,True,489 000,13 324zł / m²,"Opis Sprzedam mieszkanie o powierzchni 36,7 m2, składające się z pokoju z aneksem kuchennym, sypialni, łazienki i dużego balkonu oraz piwnicy. Położone przy ul. Przyjaźni. Mieszkanie jest jasne, przestronne, ciepłe. Duży parking dla mieszkańców z własnym szlabanem. Budynek posiada 2 windy. Okolica bardzo zielona z pełną infrastrukturą. W najbliższym sąsiedztwie apteki, banki, szkoła, przedszkole, przychodnia, liczne sklepy (Lidl, Biedronka, Netto, Żabki)! Świetne połączenie w każdym kierunku Wrocławia ! Bardzo blisko przystanek tramwajowy i autobusowy. Pełna własność, ogrzewanie miejskie. Mieszkanie jest wynajmowane, ze stałym spradzonym najemcą od wielu lat. Obecnie budynek jest w trakcie termomodernizacji oraz remontów balkonów. Ogłoszenie od właściciela bez pośredników.",mieszkania sprzedaż
360,3619376,https://adresowo.pl/o/mieszkanie-wroclaw-jagodno-ul-antonia-vivaldiego-2-pokojowe-y6t0d0,ponad miesiąc temu,13.0,Wrocław Jagodno,ul. Antonia Vivaldiego,Mieszkanie,2,51,True,619 000,12 137zł / m²,"Na sprzedaż gotowe do zamieszkania, 2-pokojowe mieszkanie z osobną, dużą kuchnią. Na nieruchomość składa się również przedpokój, łazienka oraz balkon. Mieszkanie znajduje się na 3. piętrze trzykondygnacyjnego budynku. Umiejscowione jest po stronie wschodniej. Okna oraz balkon są od strony dziedzińca osiedla. Sam budynek jest przy samym wyjeździe z osiedla, a umiejscowienie mieszkania od strony dziedzińca skutecznie eliminuje hałas z głównej drogi. Osiedle jest chronione, monitorowane, zamknięte szlabanami. Bardzo dużo zieleni, drzew, ozdobnych krzewów. Wspólnota i zarządca dba o stan terenów wspólnych. Na osiedlu znajduje się plac zabaw. Miejsca parkingowe są ogólnodostępne dla mieszkańców. Naprzeciwko osiedla, po drugiej stronie ulicy Buforowej, znajduje się duża pętla autobusowa z 5 liniami. W okolicy: Biedronka, Rossmann, Action itp., a także wiele lokali usługowych. Sprzedaż bezpośrednio od właściciela. Mieszkanie jest wolne od hipoteki oraz jakichkolwiek wad prawnych. Bardzo proszę o nie kontaktowanie się pośredników sprzedaży (chyba że macie Państwo konkretnego klienta).",mieszkania sprzedaż
361,3618282,https://adresowo.pl/o/mieszkanie-wroclaw-grabiszyn-ul-inzynierska-2-pokojowe-t8j8e0,ponad miesiąc temu,1.0,Wrocław Grabiszyn,ul. Inżynierska,Mieszkanie,2,54,True,603 000,11 167zł / m²,"Na sprzedaż – 2-pokojowe mieszkanie z balkonem i piwnicą – Wrocław , ul. Inżynierska Na sprzedaż funkcjonalne, 2-pokojowe mieszkanie o powierzchni 54 m², położone na parterze w zadbanym, czteropiętrowym bloku z lat 60. przy ul. Inżynierskiej we Wrocławiu (dzielnica Grabiszyn ). ✅ Główne atuty: - Własnościowe spółdzielcze prawo do lokalu - Piwnica w cenie - Balkon z widokiem na zielone, ciche podwórko - Salon od strony południowej – jasny i słoneczny przez większą część dnia - Parter – idealny dla seniorów, rodzin z dziećmi lub osób z ograniczoną mobilnością - Bardzo dobry układ pomieszczeń: dwa niezależne pokoje, duża, jasna kuchnia, przestronna łazienka i przedpokój 🛠 Stan: Mieszkanie w stanie do remontu – świetna baza do stworzenia wnętrza według własnych upodobań. 📍 Lokalizacja: Przystanek autobusowy przy budynku – wygodny dojazd do centrum i innych części miasta W pobliżu: sklep spożywczy, przychodnia, szkoła podstawowa Spokojna, zielona okolica z licznymi miejscami parkingowymi i zadbanym otoczeniem 🏢 Budynek: 4-piętrowy blok z 1963 roku, zadbany, z wyremontowaną klatką schodową Ciche i zielone podwórko z placem zabaw i miejscem do odpoczynku Idealna propozycja dla osób szukających mieszkania w dobrej lokalizacji z dużym potencjałem aranżacyjnym. Cena: 603 000 zł Zapraszam do kontaktu i umówienia się na prezentację!",mieszkania sprzedaż
362,3616488,https://adresowo.pl/o/mieszkanie-wroclaw-srodmiescie-ul-boleslawa-chrobrego-3-pokojowe-z8j9k3,ponad miesiąc temu,15.0,Wrocław Śródmieście,ul. Bolesława Chrobrego,Mieszkanie,3,98,True,1 250 000,12 755zł / m²,"Przedmiotem ogłoszenia jest prywatne, przestronne mieszkanie w zabytkowej kamienicy położonej w urokliwej dzielnicy Nadodrze. To kultowe miejsce Wrocławia, gdzie historyczna zabudowa łączy się z niepowtarzalnym klimatem kameralnych lokali usługowych. Mieszkanie mieści się przy ul. Bolesława Chrobrego, na 1. piętrze. Do Rynku można dojść w 20 minut spacerem lub dojechać samochodem w 10 minut (odległość 2 km). Powierzchnia użytkowa mieszkania wynosi 98 m², na którą składają się: - hall - 13 m², - pokój 1 - 23 m², - pokój 2 - 25 m², - łazienka - 3 m², - kuchnia - 10 m², - pokój 3 - 18 m² + wnęka 6 m². Dodatkowo do mieszkania przynależy piwnica 5 m². Do dyspozycji mieszkańców jest także rowerownia. Atuty mieszkania: - wysokość sufitów 3,4 m, - ekspozycja okien: północny wschód (kuchnia, pokój 3) oraz południowy zachód (pokoje 1 i 2), co gwarantuje doskonałe doświetlenie przez cały dzień, - wykończenie podłóg: sosna syberyjska, gres hiszpański, płytki ceramiczne, - stolarka drzwiowa drewniana, okna plastikowe, - niezależne ogrzewanie gazowe (dwufunkcyjny piec kondensacyjny - bardzo ekonomiczny), - parking ogólny w podwórku. Obecnie mieszkanie jest w bardzo dobrym stanie, wymaga jedynie odświeżenia, a nie remontu. Kamienica przeszła pełną rewitalizację - zarówno wnętrza, jak i elewacji oraz dachu. Media: - piec gazowy dwufunkcyjny (istnieje możliwość podłączenia do miejskiej sieci ciepłowniczej), - instalacja elektryczna po remoncie. Koszty: - bardzo niski czynsz wraz z opłatami za media: ok. 395 zł + fundusz remontowy 294 zł, - wykupiony grunt od miasta - podatek od nieruchomości wynosi jedynie 135 zł rocznie. Lokalizacja i komunikacja: Okolica jest doskonale skomunikowana - tuż przy ul. Chrobrego znajduje się pętla tramwajowa i autobusowa, skąd łatwo dojedziemy w każdą część miasta. W pobliżu jest także stacja PKP Wrocław Nadodrze z połączeniami regionalnymi i dalekobieżnymi. Szybki wyjazd samochodem na A8 i S5. Zielone tereny w okolicy: - pl. św. Macieja - najbliżej mieszkania, - park Staszica - w stronę dworca Nadodrze, - nieco dalej na północ - wały nadodrzańskie oraz lasy Rędziński i Osobowicki. W okolicy nie brakuje lokalnych sklepów spożywczych, kawiarni, warzywniaków, punktów gastronomicznych czy sklepów wielobranżowych. Najbliższy większy sklep znajduje się przy parku Staszica, a większe centra handlowe (C.H. Marino, E.Leclerc, Korona, Pasaż Grunwaldzki) są oddalone o zaledwie 10 minut jazdy samochodem. W pobliżu znajduje się szkoła podstawowa, przychodnia oraz bank. Oferta stanowi doskonałą opcję do zamieszkania oraz inwestycję - zarówno pod wynajem krótkoterminowy, jak i długoterminowy. Sprzedam bezpośrednio, nie przyjmuję ofert od biur nieruchomości!",mieszkania sprzedaż
363,3616272,https://adresowo.pl/o/mieszkanie-wroclaw-psie-pole-ul-rudawska-2-pokojowe-t7g0j2,ponad miesiąc temu,6.0,Wrocław Psie Pole,ul. Rudawska,Mieszkanie,2,37,True,479 000,12 946zł / m²,"Mieszkanie znajduje się w realizowanej inwestycji przy ul. Rudawskiej. - Przekazanie lokalu do końca września tego roku. - Lokal znajduje się na I piętrze, w budynku są windy. - Posiadam również miejsce postojowe w garażu podziemnym.",mieszkania sprzedaż
364,3616260,https://adresowo.pl/o/mieszkanie-wroclaw-lesnica-ul-dolnobrzeska-3-pokojowe-x1c5z8,ponad miesiąc temu,20.0,Wrocław Leśnica,ul. Dolnobrzeska,Mieszkanie,3,83,True,315 000,3 795zł / m²,"Idealne do wyremontowania i pod wynajem. Mieszkanie bezczynszowe, 3-pokojowe , 74 m², do kapitalnego remontu. Z piwnicą 83 m². Mieści się w Leśnicy przy ul. Dolnobrzeskiej 61a. Składa się z 3 pokoi, kuchni, łazienki z WC, przedpokoju. Sprzedaż tylko za gotówkę. Tel.",mieszkania sprzedaż
365,3615764,https://adresowo.pl/o/mieszkanie-wroclaw-krzyki-ul-wesola-3-pokojowe-b8l8f6,ponad miesiąc temu,8.0,Wrocław Krzyki,ul. Wesoła,Mieszkanie,3,53,True,599 000,11 302zł / m²,"Sprzedam mieszkanie 3 pok. ul. Wesoła. Kuchnia, łazienka, 3 osobne pokoje. XIp. Blok z windą. Okna od wschodu, nie na ulicę. Pośrednikom dziękuję.",mieszkania sprzedaż
