offer_url,price,currency,num_images,street_address,description
https://adresowo.pl/o/mieszkanie-warszawa-ursus-ul-edwarda-habicha-3-pokojowe-h6i0n2,,,20,"ul. Edwarda Habicha, Warszawa Ursus, mazowieckie","Mam do zaoferowania komfortowe, wykończone w wysokim standardzie mieszkanie o powierzchni 57,22 m², położone na 6. piętrze nowoczesnego budynku z dwoma windami. W mieszkaniu zainstalowana jest klimatyzacja, która zapewnia komfort w upalne dni. Całość została wykończona z dbałością o szczegóły, z użyciem materiałów wysokiej jakości. Nieruchomość idealna zarówno dla pary, rodziny z dzieckiem, jak i inwestycyjnie – gotowa do zamieszkania od zaraz bez dodatkowych nakładów finansowych.

Układ mieszkania:

Przestronny salon z aneksem kuchennym, wyposażonym w wysokiej jakości zabudowę i sprzęt AGD- 18,67m,
Sypialnia z dużą szafą i łóżkiem- 11,54m,
Dodatkowy pokój – idealny na biuro, pokój dziecięcy lub garderobę- 12,43m,
Pralnia z pralką, suszarką bębnową i miejscem do przechowywania- 1,63m,
Łazienka z wanną- 4,71m,
Funkcjonalny przedpokój z zabudową na wymiar- 6,48m,
Loggia- 4,62m.

Dodatkowe atuty:

Dwa miejsca postojowe – jedno w garażu podziemnym, drugie na zamkniętym patio,
Budynek z dwoma windami i monitoringiem,
Cicha, spokojna okolica z dobrą infrastrukturą – w pobliżu sklepy (Bedronka, Hebe, Pepco, Smyk, Castorama), przedszkola, szkoły, przychodnia lekarska CMP i Luxmed.
Odległość do stacji PKP Ursus Północny- 0,8km.
Odległość do Factory Ursus- 1,1km.

Dodatkowe informacje:

Czynsz administracyjny- 750zł.
Miejsce postojowe w garażu podziemnym dodatkowo płatne 45000zł.
Miejsce postojowe na patio dodatkowo płatne 30000zł.
Księga wieczysta bez obciążeń.

Sprzedaż mieszkania bezpośrednio od właściciela, cena do rozsądnej negocjacji.

Zapraszam do kontaktu i umówienia się na prezentację!"
https://adresowo.pl/o/mieszkanie-warszawa-ursus-ul-orlat-lwowskich-2-pokojowe-c8d9y4,,,1,"ul. Orląt Lwowskich, Warszawa Ursus, mazowieckie","Sprzedam mieszkanie 2 pokojowe o powierzchni 32 m2 położone w Warszawie przy ulicy Orląt Lwowskich 66

Szóste piętro z nową windą
Klatki i elewacja budynku w bardzo dobrym stanie

Spółdzielcze własnościowe z możliwością założenia księgi wieczystej - grunty uregulowane

2 pokoje , widna kuchnia , łazienka i przedpokój

Doskonała lokalizacja
Stacja SKM
Pętla autobusowa Ursus Niedźwiadek"
https://adresowo.pl/o/mieszkanie-warszawa-nowe-wlochy-ul-ks-juliana-chroscickiego-2-pokojowe-u4a1g2,,,20,"ul. ks. Juliana Chrościckiego, Warszawa Nowe Włochy, mazowieckie","2-pokojowe mieszkanie z loggią | Warszawa, Nowe Włochy,

ul. Ks. Juliana Chrościckiego.

Warszawa – Nowe Włochy

Powierzchnia: 48,51 m²

2 pokoje | Loggia| 4 piętro I Gotowe do wprowadzenia

Bezpośrednio od właściciela

⸻

Zapraszam do zapoznania się z ofertą przytulnego i funkcjonalnego mieszkania położonego w spokojnej i zielonej części Nowych Włoch, przy ul. Ks. Juliana Chrościckiego. Lokal znajduje się w nowoczesnym budynku z 2015 roku.

MIESZKANIE - 48,51m²

• Lokal usytuowany na 4tym piętrze, jasny, z ekspozycją okien na zachód, co zapewnia dużo naturalnego światła. Mieszkanie składa się z przestronnego salonu z aneksem kuchennym (wyposażonym w piekarnik, płytę indukcyjną, zmywarkę i lodówkę),sypialni, dużej łazienki z wanną i funkcją prysznica.

Dodatkowo:

• na przedpokoju znajduje się pojemna garderoba w zabudowie na wymiar.

• z salonu i sypialni wyjście na loggie z pięknym widokiem na drzewa, idealny na poranną kawkę czy letni wypoczynek w pełnym słoneczku.

• mieszkanie gotowe do zamieszkania

⸻

SALON Z ANEKSEM KUCHENNYM - 22,99m²

Prezentujemy przestronny salon z podwieszanym sufitem z dodatkowym oświetleniem, który stanowi serce mieszkania. Duże okna zapewniają doskonałe doświetlenie wnętrza przez cały dzień, tworząc przytulną i naturalnie jasną przestrzeń do wypoczynku. Na ścianie z TV stała zabudowa na wymiar.

Aneks kuchenny to nowoczesna przestrzeń zaprojektowana z myślą o funkcjonalności. Białe, lakierowane fronty szafek w połączeniu z czarnym blatem tworzą ponadczasowy, minimalistyczny design. Kuchnia została w pełni wyposażona w sprzęt AGD – w tym piekarnik, lodówkę w zabudowie, zmywarkę i płytę indukcyjną.

Przy aneksie znajduje się również część jadalniana z eleganckim stołem z możliwością powiększenia i wygodnymi krzesłami, idealna na rodzinne posiłki czy spotkania z przyjaciółmi.

ŁAZIENKA - 6,63m²

Nowoczesna, w pełni wykończona z dbałością o detale; eleganckie szare płytki, lakierowana zabudowa meblowa z miejscem na pralkę, pojemna szafka nad geberitem, wanna + rozkładany parawan RADAWAY, dębowy blat.

POKÓJ - 11,64m²

Dodatkowy jasny pokój z dużym balkonowym oknem z możliwością bezpośredniego wyjścia na loggie. Może pełnić funkcję sypialni, pokoju dziecka, gabinetu lub pracowni.

W pokoju znajduje się regał na wymiar i szafa wnękowa z drzwiami przesuwnymi( półki + szuflady )

GARDEROBA - 2,4m²

Pojemna przestrzeń w zabudowie na wymiar z szufladami, półkami oraz drążkami na wieszaki zamykana drzwiami przesuwnymi.

HOL - 4,85m²

W holu znajduje się zabudowa meblowa z siedziskiem oraz miejscem na suszarkę, a nad nią przestarzeń z drążkiem na wieszaki ubraniowe.

LOGGIA - 3,70m²

Loggia w przytulnej otulinie drzew.

⸻

KOMUNIKACJA I LOKALIZACJA

Dogodna lokalizacja z dobrą infrastrukturą oraz komunikacją miejską:

• sklepy ( Carrefour, Żabka, Piekarnia, Sklep zoologiczny, Factory Ursus)

• siłownia Strefa Formy

• przedszkole/żłobek

• paczkomaty

• fryzjer, gabinet kosmetyczny

• blisko Lidl i Biedronka ( 1,9km )

• Linie autobusowe: 127, 194, 220, 177

• Stacja kolejowa PKP Ursus Włochy – szybki dojazd do centrum

• Planowane oddanie stacji metra ""Karolin"" (2026 r.) – 6-7 minut na piechotę.

DODATKOWO:

• Miejsce postojowe w garażu podziemnym (zakup obligatoryjny) - 40 000 zł

Gotowe do wprowadzenia.

Zapraszam na prezentację!"
https://adresowo.pl/o/mieszkanie-warszawa-goclaw-ul-kokoryczki-3-pokojowe-i0b3j9,,,12,"ul. Kokoryczki, Warszawa Gocław, mazowieckie","**SPRZEDAM PRZESTRONNE MIESZKANIE 75m2, 3 BALKONY, 2 ŁAZIENKI, 2 MIEJSCA PARKINGOWE**

Oferuję na sprzedaż wyjątkowe, nowoczesne mieszkanie o powierzchni 75 m2, usytuowane na wysokim piętrze nowoczesnego budynku na warszawskim Gocławku (Praga-Południe). To doskonała propozycja dla rodzin oraz osób ceniących przestrzeń, komfort i wysoką jakość wykończenia.

**W MIESZKANIU NIGDY NIKT NIE MIESZKAŁ, WSZYSTKO JEST NOWE I NIEUŻYWANE**

**OPIS NIERUCHOMOŚCI:**

- **Powierzchnia:** 75 m2

- **Ekspozycja:** Południowo-zachodnia

- **Układ pomieszczeń:**
- Przestronny salon z aneksem kuchennym i wyjściem na balkon
- Dwie ustawne sypialnie, każda z dostępem do balkonu
- Dwie łazienki – jedna z wanną, druga z kabiną prysznicową
- Hol z pojemną zabudową na wymiar

- **Balkony:** 3 oddzielne, przestron`ne balkony o łącznej powierzchni 20 m² z widokiem na panoramę miasta, każdy z odrębnym, pojemnym schowkiem

- **Okna:** Duże panoramiczne okna zapewniające doskonałe doświetlenie wnętrza

- **Wyposażenie:**
- Kuchnia oraz łazienka w pełni wyposażona w wysokiej klasy sprzęt AGD marki Electrolux (piekarnik, płyta indukcyjna, zmywarka, lodówka, okap, pralka, suszarka)
- Nowoczesne meble na wymiar w kuchni i łazienkach
- Wysokiej jakości podłogi oraz materiały wykończeniowe
- Drzwi antywłamaniowe

**UDOGODNIENIA:**

- **Miejsce postojowe:** Rodzinne miejsce postojowe na 2 auta w garażu podziemnym (płatne dodatkowo)

- **Budynek:** Nowoczesny, zadbany, wyposażony w windę

- **Bezpieczeństwo:** Osiedle zamknięte, monitorowane i chronione

- **Lokalizacja:**
- Doskonała komunikacja miejska: tramwaje, autobusy, kolej SKM, szybki dojazd do centrum oraz planowana stacja metra w pobliżu
- W pobliżu liczne sklepy (Lidl, Biedronka, Auchan, Carrefour, Selgros, Castorama, Leroy Merlin), centra handlowe (Promenada, King Cross), szkoły, przedszkola, restauracje
- Bliskość terenów zielonych, ścieżek rowerowych i rekreacyjnych

Mieszkanie znajduje się w atrakcyjnej lokalizacji z dogodnym dojazdem do centrum Warszawy, a także innych dzielnic miasta dzięki bliskości głównych arterii komunikacyjnych.

Brak piwnicy / komórki lokatorskiej. Funkcję tą pełnią schowki na 3 balkonach.

**Cena:** 1 350 000 zł + 100 000 zł (rodzinne miejsce parkingowe na 2 samochody)

AGENCJOM DZIĘKUJĘ, PROSZĘ O KONTAKT PRZEZ FORMULARZ
albo mailowo



Zapraszam do kontaktu."
https://adresowo.pl/o/mieszkanie-warszawa-ursynow-ul-mandarynki-2-pokojowe-q1k8s4,,,8,"ul. Mandarynki, Warszawa Ursynów, mazowieckie","Przyjemne mieszkanie w doskonałej lokalizacji, z fajnym widokiem (nikt nie zagląda w okna) i dobrym klimatem,  czeka na nowych właścicieli :)  Sprzedaję bezpośrednio.

Układ mieszkania: 2 ustawne pokoje: salon (ok. 18m2) z wyjściem na duży balkon (ok.7m2) oraz sypialnia (ok.11m2), oddzielna kuchnia (ok. 8,5m2), łazienka z wanną (ok.4m2), przedpokój (ok. 7m2).

Do mieszkania przynależy piwnica (ok. 5 m2).

Mieszkanie po generalnym remoncie wszystkich pomieszczeń przeprowadzonym w 2012 - nowe podłogi, drzwi, łazienka, kuchnia, nowe grzejniki. Gotowe do wprowadzenia, do ew. odświeżenia. Meble oraz sprzęt AGD mogą pozostać w mieszkaniu (bez dopłaty).

Budynek zadbany, regularnie modernizowany, nowe windy, podjazd dla rowerów/wózków, świeżo wyremontowane korytarze w budynku.

Bezpośrednio przy budynku znajduje się duży parking dla mieszkańców odgrodzony szlabanem (wjazd przy użyciu pilota).

W najbliższej okolicy znajdują się skwery, parki, sklepy, restauracje, świetna komunikacja (metro Natolin, autobusy), szkoła, żłobek, przedszkole, fitness, wszystko co potrzebne do wygodnego życia.

Spółdzielcze własnościowe prawo do lokalu z założoną Księgą Wieczystą (bez obciążeń).

Zapraszam"
https://adresowo.pl/o/mieszkanie-warszawa-ursynow-ul-zwiazku-walki-mlodych-3-pokojowe-f6z4q9,,,9,"ul. Związku Walki Młodych, Warszawa Ursynów, mazowieckie","Mieszkanie składa się z:
- salonu 17,6m2
- widnej kuchni 7,18m2
- sypialni 11,3m2
- sypialni 10,9m2
- łazienki 3,10m2
- WC 1,8m2
- przedpokoju 10,0m2
Na podłodze parkiet dębowy, wymaga cyklinowania.
Do mieszkania przynależy piwnica.
Blok:
 jest odnowiony
 posiada 2 nowe windy
 zadbana klatka

NAJWIĘKSZYM ATUTEM tej nieruchomości jest jej LOKALIZACJA oraz UKŁAD POMIESZCZEŃ. Wokół budynku dużo zieleni, w niedalekiej okolicy LAS KABACKI. Wokół dostępne przedszkola, szkoła, przychodnia.
W pobliżu:
Stacja Metra Stokłosy - 500 m
Szkoła Główna Gospodarstwa Wiejskiego -300 m

SPÓŁDZIELCZE WŁASNOŚCIOWE PRAWO DO LOKALU BEZ KSIĘGI WIECZYSTEJ - NIEUREGULOWANE GRUNTY. 
MOŻLIWOŚĆ ZAKUPU TYLKO ZA ŚRODKI WŁASNE. NIE MA MOŻLIWOŚCI POSIŁKOWANIA SIĘ KREDYTEM."
https://adresowo.pl/o/mieszkanie-warszawa-srodmiescie-ul-gornoslaska-1-pokoj-w8b5l9,,,2,"ul. Górnośląska, Warszawa Śródmieście, mazowieckie","Sprzedam będące moją własnością (czyli bez pośredników) mieszkanie przy Górnośląskiej. Mieszkanie posiada księgę wieczystą. Nie jest zadłużone ani w żaden sposób obciążone. Wszystkie rachunki płacone są na bieżąco i nie tylko nie ma zadłużenia ale nawet są nadpłaty.

SUPER ATRAKCYJNA LOKALIZACJA: Biedronka 100 metrów od wieżowca, jeszcze bliżej Bank PKO BP, przychodnie, szkoły i kilka sklepów spożywczych i innych branż. Do Łazienek 10 minut powolnym spacerkiem, nad Wisłę - wystarczy przejść ulicę.

Doskonała komunikacja, bardzo cicha i spokojna okolica choć to samo centrum!

Mieszkanie do generalnego remontu.

Mieszkanie 29,09 m2, 1 piętro w wieżowcu z windą, z balkonem, oddzielna kuchnia, ogrzewanie kaloryferami (bez miernika ciepła) REWELACYJNA LOKALIZACJA. Widok z mieszkania na skwer przed budynkiem, drzewa, trawa, alejki spacerowe.

Podaję cenę by usprawnić proces sprzedaży:
500 tys. zł . W przypadku kilku chętnych wybiorę osobę oferującą najlepsze warunki.

Osoby poważnie zainteresowane zakupem proszę o kontakt mailowy:
asusu32 na portalu wp lub poprzez formularz Lento
Różnym cwaniakom i innym fliperom z góry odmawiam.

UWAGA: mieszkanie dostępne będzie do oglądania i zakupu od niedzieli 15 czerwca.

Mieszkanie jest wyposażone (w tym lodówka, pralka automatyczna, meble) i wyposażenie jest wliczone w podaną cenę. Sprzedaję mieszkanie wraz z zawartością niektórych mebli (trochę odzieży, książki, kasety wideo, płyty CD, różne szpargały). Wszystkie elementy wyposażenia są używane i mają kilka - kilkanaście lat, ale wszystkie są sprawne i choć niektóre w słabym stanie są jednak zdatne do użytku)"
https://adresowo.pl/o/mieszkanie-warszawa-wilanow-al-rzeczypospolitej-3-pokojowe-m5a5w5,,,13,"al. Rzeczypospolitej, Warszawa Wilanów, mazowieckie","Bezpośrednio sprzedam wyjątkowo cichy, przestronny apartament przy Alei Rzeczypospolitej 18 o powierzchni 73,6 m2, 3 pokoje, drugie piętro.

Agencjom nieruchomości dziękuję.

Zachęcam do obejrzenia video w sekcji powyżej.

Inwestycja zaprojektowana przez skandynawskiego dewelopera, nagrodzona w konkursie na najlepszy obiekt budowlany roku. Solidnie wykonana. Wysokość pomieszczeń 275 cm.

Osiedle zamknięte, monitorowane 24/7, chronione. Okazałe patio, piękna zieleń, bezpieczny plac zabaw dla dzieci.

Okna wychodzące na patio, dodatkowo w obydwu sypialniach rolety zewnętrzne. Mieszkanie świeżo po malowaniu.

Ekspozycja: wschód.

Apartament wykończony z użyciem materiałów wysokiej jakości: dębowy parkiet, drzwi wewnętrzne Porta, szafy wnękowe Komandor w holu i obydwu sypialniach.

W łazience ceramika Villeroy&amp;Boch, armatura Grohe/Hansgrohe, brodzik prysznicowy Kaldewei z powłoką antypoślizgową. Łazienka zaprojektowana przez architekta wnętrz.

Kuchnia w zabudowie wyposażona w sprzęty AGD: lodówka, zmywarka, piekarnik, mikrofalówka, ceramiczna płyta grzewcza, okap.

Dużym atutem apartamentu jest pomieszczenie gospodarcze (pralnia/suszarnia) o powierzchni 1,6 m2. Istnieje możliwość przerobienia go na drugą toaletę (wyprowadzona woda i odpływ).

Widok z okna na ciche i zielone patio. Czynsz dla trzech osób ~ 900 PLN. Mieszkanie dostępne od zaraz.

Układ pomieszczeń (szczegółowy plan w sekcji zdjęć):

Hol - 9 m2

Salon - 17 m2

Kuchnia/jadalnia - 16 m2

Sypialnia 1 - 12 m2

Sypialnia 2 - 12 m2

Łazienka - 6m2

Pomieszczenie gospodarcze - 1,6 m2

Balkon - 5 m2


Do apartamentu przynależy miejsce w garażu podziemnym na platformie niezależnej w cenie 35 000 zł.

Dobrze skomunikowany z metrem i centrum (przystanek autobusowy i tramwajowy). Blisko do lotniska Okęcie."
https://adresowo.pl/o/mieszkanie-warszawa-wola-ul-juliana-konstantego-ordona-3-pokojowe-p8r7l7,,,12,"ul. Juliana Konstantego Ordona, Warszawa Wola, mazowieckie","Mieszkanie rozkładowe dwustronne wys 2,70 m w budynku z cegły lata 50-te dwa lokale na kondygnacji , łazienka z wanną i WC,oraz z oknem.kuchnia z oknem,duża piwnica ok 10m2 . miejsce parkingowe w podwórku. Doskonała lokalizacja i komunikacja miejska, wszystko blisko ,pełna infrastruktura.   Nr.Kięgi Wieczystej i Świadectwo Energetyczne dla zainteresowanych kupnem ..."
https://adresowo.pl/o/mieszkanie-warszawa-ul-karolkowa-2-pokojowe-g2c6k6,,,1,"ul. Karolkowa, Warszawa, mazowieckie","Mieszkanie w Warszawie ul. Karolkowa 28, 7 piętro z 12. powierzchnia 55,14m . salon, kuchnia, sypialnia , łazienka , duży balkon. Miejsce postojowe na poziomie -1
Wynajęte do końca października 2025 roku.
"
https://adresowo.pl/o/mieszkanie-warszawa-bemowo-ul-gen-sylwestra-kaliskiego-3-pokojowe-z4g7n7,,,17,"ul. gen. Sylwestra Kaliskiego, Warszawa Bemowo, mazowieckie","3 pokojowe mieszkanie zlokalizowane na Bemowie przy ul. gen. Sylwestra Kaliskiego, wysoki parter: salon (ok. 17 m2), 2 sypialnie (ok. 8 m2 i 10 m2), z oddzielną kuchnią (ok 8 m2), łazienką (ok 3 m2) oraz  balkonem typu loggia, wysokie 2,80 m. 
W przedpokoju (ok. 11 m2) szafy w zabudowie.
Do mieszkania przynależy piwnica (ok 13 m2).

Mieszkanie w 2019 r. przeszło generalny remont (dokumentacja fotograficzna). Wymieniono:
- instalację elektryczną,
- instalację wody - w tym został założony system filtrów oczyszczających i zmiękczających wodę,
- grzejniki c.o.,
- parapety (granitowe),
- drzwi wewnętrzne,
- podłogę (panele VI kl. ścieralności, wodoodporne, v fuga).

Na balkonie zamontowana roleta antywłamaniowa.

Gotowe do zamieszkania (wszystkie meble i sprzęty AGD zostają w mieszkaniu), nie wymaga dodatkowych nakładów finansowych.

Duża zaletą mieszkania jest fakt, że wszystkie ściany są ścianami działowymi, co pozwala na aranżację wg. własnych potrzeb.

Blok po termomodernizacji z odnowioną elewacją oraz wymienioną instalacją wodno - kanalizacyjną. Wewnątrz budynku, jak i na zewnątrz zainstalowany system monitoringu.

Czynsz około 800 zł (w nim zaliczki na wodę oraz ogrzewanie).

Mieszkanie własnościowe z Księgą Wieczystą, bez obciążeń.

Ekspozycja okien - zachód.

Bezpośrednio przed budynkiem znajdują się bezpłatne miejsca postojowe dla mieszkańców (szlabany, wjazd tylko dla mieszkańców).

Nieruchomość położona jest w spokojnej i zielonej części Bemowa, w bezpośrednim sąsiedztwie Wojskowej Akademii Technicznej (WAT). 

Okolica łączy kameralny charakter z bardzo dobrą infrastrukturą miejską oraz świetnym dostępem do komunikacji publicznej.

W zasięgu znajdują się sklepy, punkty usługowe, przedszkole, szkoła podstawowa oraz tereny rekreacyjne. Niedaleko znajduje się pętla autobusowa i tramwajowa, zapewniające szybki i wygodny dojazd do centrum Warszawy oraz innych dzielnic.

Bliskość terenów zielonych sprawia, że lokalizacja idealnie sprawdzi się zarówno dla rodzin z dziećmi, jak i osób szukających spokoju z łatwym dostępem do miejskiego życia.

Zachęcam do obejrzenia."
https://adresowo.pl/o/mieszkanie-warszawa-ursynow-ul-klobucka-1-pokoj-y5p8v9,,,20,"ul. Kłobucka, Warszawa Ursynów, mazowieckie","STUDIO Z PIĘKNYM WIDOKIEM NA TOR WYŚCIGÓW KONNYCH

BEZPOŚREDNIO - BEZ PROWIZJI I POŚREDNIKÓW !

Przytulne studio o powierzchni 28,94 m2 znajduje się na 8 piętrze i składa się z:

- holu z aneksem kuchennym (6,70m2)

- salonu (18,81m2)

- łazienki (3,43m2)

Mieszkanie posiada loggię 6,5m2 z przepięknym widokiem na Tor Wyścigów Konnych.

Mieszkańcy mogą także korzystać z tarasu znajdującego się na dachu budynku, a na terenie osiedla znajduje się prywatny park kieszonkowy oraz unikatowe strefy wspólne z boiskiem do gry w koszykówkę, placem zabaw, a także polaną piknikową.

Studio jest w pełni wykończone i wyposażone w wysokiej jakości sprzęty AGD:

- lodówkę w zabudowie SAMSUNG

- płytę indukcyjną, piekarnik z mikrofalą, okap, zmywarkę BOSCH

- pralko-suszarkę ELECTROLUX

Studio jest gotowe do zamieszkania.

Do mieszkania przynależy wygodne miejsce postojowe w garażu podziemnym, płatne dodatkowo 50.000 zł (przy zakupie mieszkania zakup miejsca postojowego jest obligatoryjny).

Lokalizacja

Mieszkanie znajduje się przy ul. Kłobuckiej w inwestycji Parkur Residence vis a vis Toru Wyścigów Konnych w bliskiej odległości Lotniska Chopina i galerii handlowej Westfield Mokotów.

W okolicy znajdują się liczne sklepy spożywcze, piekarnie, drogerie, restauracje, kawiarnie, żłobki, przedszkola i szkoły.

Przy apartamentowcu znajduje się pętla autobusowa, która zapewnia doskonałą komunikację z innymi częściami miasta.

Istnieje również możliwość zakupu sąsiedniego mieszkania (2 pokoje, 38,9 m2). Przy zakupie dwóch mieszkań możliwa negocjacja ceny.

Ogłoszenie nie stanowi oferty handlowej w rozumieniu art. 66 Kodeksu Cywilnego."
https://adresowo.pl/o/mieszkanie-warszawa-ochota-ul-zwirki-i-wigury-3-pokojowe-b1y6g5,,,8,"ul. Żwirki i Wigury, Warszawa Ochota, mazowieckie","Marzysz o komfortowym i przytulnym mieszkaniu, dobrze położonym, z szybkim dojazdem do pracy i łatwym dostępem do wszystkich miejskich udogodnień?

Prezentowany lokal łączy wygodę, urok i bliskość zieleni, zapewniając słoneczne i dobrze doświetlone wnętrza. Zapraszam do zapoznania się z ofertą – funkcjonalnie urządzone wnętrze czeka, by stać się domem dopasowanym do potrzeb Twoich lub Twojej rodziny.

Podstawowe informacje:

• Adres: ul. Żwirki i Wigury, Warszawa (Ochota, Rakowiec)
• Powierzchnia użytkowa lokalu: 48,6 m²
• Piętro: 3 (ostatnie), blok, rok budowy: 1962 r.
• Stan prawny: własność
• Układ: sypialnia (9 m²), pokój dziecięcy/gabinet (5,9 m²), przestronny salon z kuchnią (26,7 m²), łazienka (3,1 m²), przedpokój (3,9 m²)
• Ekspozycja: jasne wnętrza dzięki oknom skierowanym na południowy zachód
• Balkon: tak, 2,3 m²
• Ogrzewanie: centralne
• Klimatyzacja: tak
• Stan: zadbane, czyste, gotowe do wprowadzenia, remonty wykonane/nadzorowane przez samego właściciela z myślą o wieloletniej trwałości

Pomieszczenia przynależne:

• Piwnica nr 1 (własnościowa): 7,2 m², idealna na przechowywanie sprzętu sezonowego
• Piwnica nr 2 (przypisana na stałe do mieszkania): 6,2 m², idealna na przechowywanie rowerów

Wyposażenie w cenie:

• RTV i AGD: lodówka, pralka, piekarnik, zmywarka, telewizor 4K UHD 55”, telewizor w sypialni 4K UHD 28”
• meble: szafki, kanapy, łóżko, szafy przesuwne, aneks kuchenny i łazienkowy

Wyjątkowe atuty:

• Bliskość natury - tereny rekreacyjne:
o Park im. Zasława Malickiego (ok. 300 m) – spacery, staw, plac zabaw
o Pole Mokotowskie (ok. 1 km) – rekreacja, drogi rowerowe, restauracje
o Park Szczęśliwicki (ok. 1,5 km) – baseny, Górka Szczęśliwicka

• Sklepy i usługi:
o Warzywniak + Paczkopunkt InPost/DPD (ok. 50 m)
o Biedronka (ok. 200 m), Rossman (ok. 300 m), Żabka (ok. 450 m), Auchan (ok. 650 m)
o Lokalne delikatesy, restauracje, lokale usługowe, apteki w zasięgu 4 min pieszo
o CH Blue City (ok. 1,9 km), Galeria Mokotów (ok. 3,5 km)

• Komunikacja:
o Autobusy przy ul. Żwirki i Wigury (ok. 50 m). Dojazd do Warszawa Centralna: ok. 15 min autobusem
o Przystanek tramwajowy (al. Krakowska, ok. 14 min pieszo)
o Lotnisko Chopina (ok. 14 min. autobusem, ok. 10 min samochodem, samoloty zupełnie nie zakłócają ciszy)
o SKM/KM przy stacji „Żwirki i Wigury” (ok. 1,1 km, ok. 6 min autobusem)
o Dogodne połączenie samochodowe do wjazdu na trasę S79/S2 (ok. 10 min samochodem)

• Inne obiekty:
o W okolicy żłobki, place zabaw, przedszkola (np. Przedszkole nr 285, ok. 290 m)
o Szkoła Podstawowa nr 10 im. Grzegorza Piramowicza (ok. 250 m)
o Centrum Sportowo-Rehabilitacyjne WUM (ok. 600 m)
o Warszawski Uniwersytet Medyczny (ok. 750 m)
o Przychodnie rodzinne, gabinety specjalistyczne, szpitale w zasięgu 5–10 min pieszo

Finanse i dodatkowe informacje:

• Dostęp do parkingu wyłącznie dla mieszkańców budynku
• Czynsz administracyjny: 820 zł
• Finansowanie: możliwość zakupu na kredyt
• Cena do negocjacji, zachęcam do rozmów, korzystne warunki dla zdecydowanych klientów. Oferta bezpośrednio od właścicieli

Mieszkanie dostępne od zaraz.

Mieszkanie polecam singlom, parom i rodzinom z dzieckiem. Zapraszam serdecznie na prezentację."
https://adresowo.pl/o/mieszkanie-warszawa-targowek-ul-heleny-junkiewicz-2-pokojowe-u0v1b1,,,15,"ul. Heleny Junkiewicz, Warszawa Targówek, mazowieckie","Szukasz mieszkania w doskonałej lokalizacji, która łączy wygodny dojazd z ciszą i spokojem? Ta nieruchomość może być dokładnie tym, czego potrzebujesz. Zobacz, co ma do zaoferowania!

Przy zakupie można posiłkować się kredytem hipotecznym!!!

Mieszkanie:

Przemyślane, dwupokojowe mieszkanie o metrażu 45m² to wygodna przestrzeń idealna dla singla, pary lub niewielkiej rodziny. W jego skład wchodzą:

Słoneczny salon (18m²) z wyjściem na loggię
Funkcjonalna sypialnia (10m²) – łatwa do urządzenia według własnych upodobań.
Ergonomiczna oddzielna kuchnia (6m²)
Łazienka (4,5m²)
Przestronny przedpokój (6 m²)
Komórka lokatorska (4 m²) – dodatkowa przestrzeń na rzeczy, których nie chcesz trzymać w mieszkaniu.

Lokalizacja:

Mieszkanie zlokalizowane jest na Targówku Mieszkaniowym, w świetnie skomunikowanej części dzielnicy – zaledwie 50m dzieli je od stacji metra M2 Targówek Mieszkaniowy, co zapewnia szybki i wygodny dojazd do centrum oraz innych rejonów Warszawy. W pobliżu znajdują się również przystanki autobusowe, a w zasięgu krótkiego spaceru dostępna jest pełna infrastruktura: sklepy (takie jak Żabka, Lidl, Biedronka, Rossmann), lokale usługowe, piekarnie, apteki, przychodnie, restauracje oraz market budowlany OBI.

Okolica:

Mieszkanie położone jest w spokojnej, niskiej zabudowie, co gwarantuje prywatność, ciszę i przyjemne otoczenie. To doskonała propozycja dla rodzin – w niedalekiej odległości znajdują się żłobki, przedszkola, szkoły oraz place zabaw. Zaledwie 5 minut spacerem dzieli Cię od Parku Wiecha, który jest właśnie modernizowany – powstają tam nowe alejki, ścieżki rowerowe i strefy wypoczynku. To miejsce, gdzie natura harmonijnie łączy się z miejskim stylem życia.

Sklepy:

Lidl – 1km
Biedronka - 0,5 km
Lokalne centrum handlowe (Media Expert, TEDI, KIK, Kaufland, Rossman, Pepco) – 1km
Wiele innych mniejszych sklepów w promieniu kilkuset metrów

Szkoły i rekreacja:

550m do najbliższego żłobka
500m do najbliższej szkoły podstawowej
Kilka placy zabaw w promieniu 400m
Ok 150m do parku Wiecha
ROD Pratulińska – 100m

Dlaczego warto?

Świetna lokalizacja w pobliżu drugiej linii metra, funkcjonalny układ wnętrza, bliskość pełnej infrastruktury.

Nieruchomość wymaga remontu, załączony projekt jest wizualizacją. Jeśli zdecydujesz się na to mieszkanie moja ekipa remontowa może wykonać pełny remont tak aby efekt końcowy wyglądał dokładnie tak jak na wizualizacji.

Nie czekaj – zadzwoń już dziś i umów się na obejrzenie! Może to właśnie Twoje przyszłe mieszkanie. Zadzwoń 7 dni dni w tygodniu 8-22."
